"id","ukip","libdem","cons","lab","bnp","gender1","region"
94,1,0,0,0,0,0,2
95,1,0,0,0,0,0,1
96,1,0,0,0,0,0,6
97,1,1,1,1,0,1,7
98,1,0,0,0,0,1,6
99,1,0,0,0,0,0,3
100,1,0,0,0,0,0,9
101,1,1,1,1,0,0,7
102,1,0,1,1,0,1,6
103,1,1,1,1,1,1,5
104,1,0,0,0,0,0,10
105,1,0,0,0,0,1,6
106,1,0,0,0,0,1,5
107,1,0,0,0,0,1,7
108,1,0,0,0,0,1,7
109,1,0,0,0,0,1,10
110,1,0,0,0,0,1,0
111,1,0,0,0,0,1,7
112,1,0,0,0,0,0,7
113,1,0,0,0,0,1,2
114,1,0,0,0,0,1,1
115,1,0,1,0,0,1,6
116,1,0,0,0,0,1,6
117,1,0,0,0,0,1,0
118,1,0,0,0,0,1,8
119,1,0,0,0,0,0,7
120,1,0,0,0,0,1,8
121,1,0,0,0,0,1,0
122,1,0,0,0,0,1,5
123,1,0,0,0,0,1,4
124,1,0,0,0,0,1,9
125,1,0,0,0,0,0,6
126,1,1,1,1,1,1,1
127,1,0,0,0,0,1,4
128,1,0,0,0,0,1,2
129,1,0,0,1,0,0,2
130,1,0,0,0,0,0,1
131,1,0,0,0,0,1,10
132,1,0,0,0,0,1,4
133,1,0,0,0,0,1,8
134,1,0,0,0,0,1,3
135,1,0,0,0,0,1,9
136,1,0,0,0,0,0,0
137,1,0,0,0,0,1,0
138,1,0,0,0,0,1,1
139,1,0,0,0,0,1,6
140,1,0,0,0,0,1,4
141,1,0,0,0,0,1,6
142,1,0,0,0,0,1,6
143,1,0,0,0,0,1,1
144,1,0,0,0,0,1,5
145,1,0,0,0,0,1,1
146,1,0,0,0,0,1,7
147,1,0,0,0,0,1,2
148,1,0,0,0,0,1,0
149,1,0,0,0,0,1,5
150,1,0,0,0,0,0,7
151,1,0,1,1,0,0,2
152,1,0,0,0,0,1,9
153,1,0,0,0,0,1,6
154,1,1,1,1,0,1,0
155,1,0,0,0,0,1,5
156,1,0,0,0,0,1,2
157,1,0,1,0,0,1,6
158,1,0,0,0,0,1,7
159,1,0,0,0,0,1,10
160,1,0,0,0,0,1,9
161,1,0,0,0,0,1,4
162,1,0,0,0,0,0,4
163,1,0,0,0,0,1,6
164,1,1,1,1,0,1,1
165,1,0,0,0,0,0,4
166,1,0,0,0,0,1,2
167,1,0,0,0,0,1,3
168,1,0,0,0,0,1,0
169,1,0,0,0,0,1,5
170,1,0,1,0,0,1,8
171,1,0,0,0,0,1,7
172,1,0,0,0,0,0,3
173,1,0,1,0,0,1,2
174,1,0,0,0,0,1,0
175,1,1,1,0,0,1,2
176,1,0,0,0,0,0,1
177,1,0,0,1,0,0,5
178,1,0,0,0,0,1,5
179,1,0,0,0,0,1,2
180,1,0,0,0,0,1,10
181,1,1,1,1,0,1,6
182,1,1,1,1,0,1,6
183,1,0,0,0,0,1,2
184,1,0,0,0,0,1,10
185,1,0,0,0,0,1,3
186,1,1,0,0,0,1,0
187,1,0,0,0,0,0,8
188,1,0,0,0,0,0,10
189,1,0,1,0,0,1,4
190,1,0,0,0,0,1,0
191,1,0,0,0,0,1,5
192,1,0,0,0,0,1,4
193,1,0,0,0,0,1,2
194,1,0,0,0,0,1,8
195,1,0,0,0,0,1,0
196,1,0,0,0,0,1,0
197,1,0,0,0,0,1,5
198,1,0,0,0,0,1,4
199,1,0,0,0,0,0,9
200,1,0,0,0,0,0,10
201,1,0,0,0,0,1,6
202,1,0,1,0,0,0,2
203,1,0,0,1,0,1,8
204,1,1,1,1,1,1,4
205,1,0,0,0,0,1,7
206,1,0,0,0,0,1,2
207,1,0,0,0,0,0,5
208,1,0,0,0,0,1,4
209,1,0,0,0,0,1,0
210,1,0,0,0,0,1,10
211,1,0,0,0,0,1,6
212,1,0,0,0,0,0,6
213,1,0,0,0,0,1,4
214,1,1,1,1,0,0,1
215,1,0,0,0,0,1,10
216,1,0,0,1,0,1,5
217,1,0,0,0,0,1,2
218,1,0,0,0,0,1,9
219,1,0,0,0,0,1,6
220,1,1,1,0,0,0,4
221,1,0,0,0,0,1,10
222,1,0,1,1,0,0,0
223,1,0,0,0,0,1,8
224,1,0,1,0,0,0,9
225,1,0,0,0,0,1,7
226,1,1,1,1,0,0,2
227,1,0,1,1,0,1,4
228,1,0,0,0,0,1,6
229,1,0,0,0,0,1,3
230,1,0,0,0,0,1,3
231,1,0,0,0,0,1,1
232,1,0,0,0,0,1,10
233,1,0,1,0,0,1,0
234,1,0,0,0,0,1,0
235,1,0,0,0,0,1,9
236,1,0,0,0,0,0,1
237,1,0,1,0,0,1,1
238,1,0,0,0,0,1,10
239,1,0,0,0,0,1,1
240,1,0,0,0,0,0,10
241,1,0,0,0,0,0,7
242,1,0,0,0,0,1,2
243,1,0,0,0,0,1,4
244,1,0,0,0,0,1,2
245,1,0,0,0,0,1,0
246,1,0,0,0,0,1,7
247,1,0,0,0,0,1,9
248,1,0,0,0,0,1,2
249,1,0,0,0,0,0,9
250,1,0,0,0,0,0,2
251,1,0,0,0,0,1,4
252,1,0,0,0,0,0,3
253,1,0,0,0,0,0,7
254,1,0,1,1,0,1,0
255,1,0,0,0,0,1,0
256,1,0,0,0,0,1,4
257,1,1,1,1,0,1,6
258,1,0,0,0,0,1,7
259,1,0,0,0,0,0,10
260,1,0,0,0,0,1,1
261,1,0,0,0,0,1,4
262,1,0,0,0,0,0,2
263,1,0,0,0,0,1,0
264,1,0,0,0,0,1,4
265,1,1,1,0,0,1,5
266,1,0,0,0,0,1,0
267,1,0,0,0,0,0,0
268,1,0,0,0,0,1,1
269,1,0,0,0,0,1,4
270,1,0,0,1,0,1,3
271,1,0,0,0,0,0,6
272,1,0,0,0,0,0,1
273,1,1,1,1,1,0,4
274,1,0,0,1,1,1,1
275,1,0,0,0,0,1,5
276,1,0,0,0,0,1,5
277,1,0,0,0,0,0,0
278,1,0,0,0,0,1,7
279,1,0,0,0,0,0,9
280,1,0,0,0,0,1,6
281,1,0,0,0,0,1,0
282,1,0,0,0,0,1,2
283,1,0,0,0,0,0,0
284,1,0,0,0,0,0,1
285,1,0,0,0,0,0,1
286,1,0,0,1,0,0,2
287,1,0,0,0,0,0,1
288,1,0,1,0,0,1,6
289,1,1,1,1,0,1,1
290,1,0,0,0,0,0,5
291,1,1,1,1,0,1,5
292,1,0,0,0,0,1,3
293,1,0,0,0,0,1,3
294,1,0,0,0,0,1,6
295,1,1,1,1,0,1,2
296,1,1,1,0,0,1,5
297,1,0,0,0,0,1,2
298,1,0,0,0,0,0,1
299,1,1,1,1,0,1,1
300,1,0,0,0,0,1,2
301,1,0,1,1,0,1,6
302,1,0,0,0,0,1,2
303,1,0,1,0,0,0,2
304,1,0,0,0,0,1,4
305,1,0,0,0,0,1,4
306,1,0,0,0,0,1,5
307,1,0,0,1,0,1,5
308,1,0,0,0,0,1,10
309,1,0,0,0,0,0,5
310,1,1,1,1,0,1,5
311,1,0,0,0,0,1,6
312,1,0,1,0,0,1,10
313,1,0,0,0,0,1,2
314,1,0,0,0,0,1,9
315,1,0,0,0,0,1,7
316,1,1,1,1,1,1,2
317,1,1,1,1,0,0,2
318,1,0,1,0,0,1,7
319,1,0,0,0,0,1,5
320,1,1,1,0,1,1,0
321,1,0,0,0,0,1,4
322,1,0,0,0,0,1,2
323,1,0,0,0,0,1,2
324,1,0,0,0,0,1,7
325,1,0,1,1,0,1,2
326,1,0,0,0,0,0,6
327,1,0,1,0,0,1,7
328,1,0,0,0,0,1,4
329,1,0,0,0,0,1,3
330,1,0,0,0,0,0,5
331,1,0,0,0,0,1,1
332,1,0,1,0,0,0,0
333,1,0,0,0,0,0,0
334,1,0,0,0,0,1,6
335,1,0,0,0,0,1,1
336,1,0,0,0,0,1,0
337,1,0,0,0,0,1,10
338,1,0,0,0,1,1,4
339,1,0,0,0,0,1,8
340,1,0,0,0,0,1,0
341,1,0,0,0,0,1,6
342,1,0,0,0,0,1,1
343,1,0,0,0,0,0,8
344,1,0,0,0,0,1,2
345,1,0,0,0,0,1,7
346,1,1,1,1,0,1,5
347,1,1,1,1,0,1,6
348,1,0,0,0,0,1,1
349,1,0,0,0,0,1,5
350,1,0,0,0,0,1,7
351,1,0,0,0,0,0,2
352,1,0,0,0,0,0,5
353,1,0,0,0,0,1,0
354,1,0,0,0,0,0,4
355,1,0,0,0,0,1,8
356,1,0,0,0,0,0,0
357,1,0,0,0,0,1,10
358,1,0,0,0,0,1,2
359,1,0,1,0,0,0,8
360,1,1,1,1,0,1,6
361,1,0,0,0,1,1,6
362,1,0,0,0,0,1,2
363,1,0,0,0,0,1,5
364,1,0,0,0,0,1,6
365,1,0,0,0,0,1,9
366,1,0,0,0,0,1,1
367,1,0,0,0,0,0,6
368,1,0,0,0,0,1,1
369,1,0,0,0,0,1,2
370,1,0,0,0,0,1,2
371,1,0,0,0,0,0,10
372,1,0,0,0,0,1,2
373,1,0,0,0,0,1,0
374,1,0,0,0,0,1,4
375,1,0,0,0,0,1,9
376,1,1,1,1,0,1,2
377,1,1,0,1,0,0,2
378,1,0,0,0,0,1,6
379,1,0,0,0,0,1,0
380,1,0,0,0,0,1,0
381,1,0,1,1,0,0,2
382,1,0,1,0,0,1,4
383,1,0,0,0,0,1,4
384,1,0,0,0,0,1,0
385,1,0,0,0,0,0,0
386,1,1,1,1,0,1,2
387,1,0,0,0,0,1,4
388,1,0,0,0,0,1,4
389,1,0,0,0,0,0,4
390,1,0,0,0,0,1,4
391,1,0,0,0,0,1,9
392,1,0,0,0,0,1,9
393,1,0,0,0,0,0,8
394,1,0,0,0,0,1,1
395,1,0,0,0,0,1,7
396,1,0,0,0,0,1,2
397,1,1,1,0,0,1,7
398,1,0,0,0,0,1,2
399,1,0,0,0,0,1,6
400,1,0,0,0,0,1,3
401,1,0,0,0,0,0,0
402,1,0,0,0,0,1,10
403,1,0,0,0,0,1,8
404,1,0,0,0,0,1,8
405,1,0,0,0,0,0,8
406,1,0,0,0,0,0,9
407,1,0,0,0,0,1,4
408,1,0,0,0,0,0,7
409,1,0,0,0,0,1,6
410,1,0,0,0,0,1,2
411,1,0,1,0,0,1,6
412,1,0,0,0,0,1,2
413,1,0,0,1,0,1,2
414,1,0,0,0,0,1,4
415,1,0,0,0,0,1,8
416,1,0,1,0,0,0,5
417,1,0,0,0,0,0,1
418,1,0,1,1,0,1,0
419,1,0,0,0,0,1,10
420,1,0,0,0,0,1,1
421,1,0,0,0,0,1,5
422,1,0,0,0,0,0,1
423,1,0,0,0,0,1,1
424,1,0,0,1,0,1,2
425,1,0,0,0,0,1,9
426,1,1,1,1,0,1,4
427,1,0,0,0,0,1,8
428,1,0,0,0,0,1,10
429,1,0,0,0,0,1,5
430,1,0,0,0,0,1,10
431,1,1,1,1,0,1,6
432,1,0,0,0,0,0,2
433,1,0,0,0,0,1,0
434,1,0,0,0,0,0,7
435,1,0,0,0,0,0,9
436,1,0,0,0,0,1,4
437,1,0,1,0,0,1,10
438,1,0,0,0,0,1,0
439,1,0,0,0,0,1,3
440,1,0,0,0,0,1,2
441,1,0,0,0,0,1,10
442,1,0,0,0,0,1,6
443,1,0,0,1,1,1,4
444,1,0,0,0,0,1,9
445,1,0,0,0,0,1,6
446,1,0,0,0,0,0,2
447,1,1,0,1,0,0,2
448,1,0,1,0,0,1,7
449,1,0,0,0,0,0,6
450,1,0,1,1,0,1,9
451,1,0,0,0,0,1,10
452,1,0,0,0,0,0,7
453,1,0,0,0,0,1,9
454,1,0,0,0,0,1,10
455,1,0,0,0,0,1,1
456,1,0,0,0,0,1,1
457,1,0,0,0,0,1,5
458,1,0,0,0,0,1,8
459,1,0,0,0,0,1,4
460,1,0,0,0,0,1,4
461,1,0,0,0,0,1,4
462,1,0,0,0,0,1,2
463,1,0,0,0,0,1,6
464,1,0,0,0,0,1,1
465,1,0,0,0,0,1,1
466,1,0,0,0,0,1,10
467,1,0,0,0,0,1,1
468,1,0,1,0,0,1,4
469,1,0,0,0,0,1,4
470,1,0,0,0,0,1,8
471,1,0,0,0,0,0,8
472,1,1,1,1,0,1,4
473,1,0,0,0,0,1,10
474,1,0,0,0,0,1,10
475,1,0,0,0,0,1,1
476,1,0,0,0,0,1,0
477,1,0,0,0,0,1,8
478,1,0,0,0,0,1,4
479,1,0,0,0,0,1,0
480,1,0,0,0,0,1,1
481,1,1,0,1,0,1,7
482,1,0,0,0,0,1,3
483,1,0,0,0,0,1,6
484,1,0,0,0,0,1,0
485,1,0,0,0,0,1,0
486,1,0,0,0,0,1,1
487,1,0,1,0,0,1,0
488,1,0,0,0,0,1,0
489,1,0,0,0,0,0,1
490,1,0,0,0,0,0,4
491,1,0,0,0,0,1,2
492,1,0,0,0,0,1,6
493,1,0,0,0,0,1,0
494,1,0,1,0,0,1,9
495,1,1,1,1,0,1,6
496,1,0,0,0,0,1,2
497,1,0,0,0,0,1,10
498,1,0,0,0,0,0,4
499,1,0,0,0,0,0,2
500,1,1,1,1,0,1,6
501,1,0,0,0,0,1,3
502,1,0,0,0,0,1,10
503,1,0,0,0,0,1,1
504,1,0,0,0,0,1,1
505,1,0,0,0,0,1,4
506,1,0,0,0,0,1,9
507,1,1,1,1,0,1,1
508,1,0,0,0,0,1,2
509,1,0,0,0,0,1,0
510,1,0,0,1,0,1,9
511,1,0,0,0,0,1,6
512,1,0,0,0,0,1,4
513,1,0,0,0,0,0,7
514,1,0,0,0,0,0,4
515,1,0,0,0,0,1,5
516,1,0,0,0,0,1,5
517,1,0,0,0,0,1,7
518,1,0,0,0,0,1,6
519,1,0,0,0,0,1,2
520,1,0,0,0,0,0,2
521,1,0,0,0,0,1,1
522,1,1,1,1,0,1,3
523,1,0,0,0,0,1,4
524,1,0,0,0,0,1,4
525,1,1,0,1,0,0,10
526,1,0,0,0,0,1,1
527,1,0,0,0,0,1,6
528,1,0,0,0,0,1,1
529,1,0,0,0,0,0,0
530,1,0,0,0,0,1,2
531,1,0,0,0,0,0,2
532,1,0,0,0,0,1,2
533,1,0,0,0,0,1,2
534,1,1,1,1,0,1,1
535,1,0,0,0,0,1,9
536,1,1,1,1,0,0,2
537,1,0,0,0,0,1,5
538,1,0,0,0,0,1,4
539,1,1,1,1,1,1,4
540,1,0,1,0,0,1,4
541,1,0,0,0,0,1,9
542,1,0,0,0,1,1,2
543,1,0,1,0,0,1,10
544,1,0,0,0,0,1,2
545,1,0,0,0,0,1,6
546,1,0,0,0,1,1,6
547,1,0,0,1,0,1,10
548,1,0,0,0,0,1,1
549,1,0,0,0,0,1,1
550,1,1,1,1,0,1,4
551,1,0,1,0,0,1,10
552,1,1,1,1,0,0,5
553,1,0,0,0,0,1,5
554,1,0,0,1,0,1,5
555,1,0,0,0,0,1,5
556,1,0,0,1,0,1,1
557,1,1,1,1,0,1,2
558,1,0,0,0,0,0,6
559,1,0,0,0,0,1,7
560,1,0,1,0,0,1,2
561,1,0,0,0,0,1,2
562,1,1,1,0,0,1,6
563,1,0,0,0,0,1,3
564,1,0,0,0,1,1,1
565,1,0,0,0,0,1,8
566,1,0,1,0,0,1,4
567,1,0,0,0,0,1,2
568,1,0,0,0,0,1,2
569,1,0,0,0,0,1,7
570,1,0,0,0,0,0,2
571,1,0,0,0,0,1,5
572,1,0,0,0,0,1,9
573,1,0,0,0,0,1,2
574,1,0,0,0,0,1,6
575,1,0,1,0,0,1,5
576,1,0,0,0,0,1,2
577,1,0,0,1,0,1,7
578,1,0,0,0,0,1,2
579,1,0,0,0,0,0,4
580,1,0,1,0,0,1,5
581,1,0,1,1,0,1,0
582,1,0,0,0,0,1,8
583,1,0,0,0,0,0,4
584,1,0,0,0,0,1,4
585,1,0,0,0,0,1,2
586,1,0,0,0,0,0,0
587,1,1,1,1,0,1,1
588,1,0,0,0,0,1,1
589,1,0,0,0,0,1,9
590,1,0,0,0,0,1,1
591,1,0,0,0,0,1,6
592,1,0,0,0,0,1,2
593,1,0,0,0,0,1,10
594,1,0,1,0,0,1,6
595,1,0,0,0,0,0,9
596,1,0,1,0,0,1,10
597,1,0,0,0,0,1,6
598,1,0,0,0,0,1,1
599,1,1,0,0,0,1,2
600,1,0,1,0,0,1,2
601,1,0,0,0,0,1,1
602,1,0,0,0,0,0,1
603,1,0,0,0,0,0,5
604,1,0,0,0,0,1,2
605,1,0,0,0,0,1,5
606,1,0,0,0,0,1,4
607,1,1,1,1,0,1,0
608,1,0,1,0,0,1,6
609,1,0,0,0,0,1,2
610,1,0,1,1,0,1,4
611,1,0,0,0,0,1,4
612,1,1,0,1,0,1,6
613,1,0,0,0,0,1,3
614,1,0,0,0,0,1,4
615,1,0,0,0,0,1,10
616,1,0,0,0,0,1,2
617,1,0,1,0,0,1,2
618,1,0,0,0,0,0,7
619,1,0,0,0,0,1,7
620,1,0,0,0,0,0,7
621,1,0,0,0,0,1,4
622,1,0,0,0,0,1,4
623,1,0,0,0,0,1,6
624,1,0,1,0,0,0,4
625,1,0,0,0,0,1,2
626,1,0,0,0,1,1,8
627,1,1,1,1,0,1,7
628,1,0,0,0,0,1,1
629,1,0,0,0,0,1,5
630,1,0,0,0,0,1,10
631,1,0,1,0,0,0,10
632,1,0,0,0,0,1,9
633,1,0,0,0,0,1,2
634,1,0,0,0,0,1,2
635,1,0,1,1,0,1,2
636,1,1,1,1,0,1,7
637,1,0,0,0,0,1,5
638,1,0,0,0,0,1,2
639,1,0,0,0,0,0,4
640,1,0,0,0,0,0,5
641,1,0,0,0,0,1,7
642,1,0,0,0,0,1,9
643,1,0,0,0,0,0,1
644,1,0,0,0,0,1,1
645,1,0,0,0,0,0,2
646,1,1,1,1,0,0,10
647,1,0,0,0,0,1,1
648,1,0,0,0,0,0,2
649,1,0,0,0,0,1,1
650,1,0,0,0,0,1,2
651,1,0,0,0,0,1,0
652,1,0,0,0,0,1,1
653,1,0,0,0,0,1,8
654,1,1,0,0,0,0,5
655,1,0,1,0,0,1,0
656,1,0,0,0,0,1,5
657,1,0,0,0,0,0,0
658,1,0,0,0,0,0,7
659,1,0,0,1,1,1,4
660,1,1,1,1,0,1,2
661,1,1,1,1,0,1,10
662,1,0,0,0,0,1,1
663,1,0,0,0,0,0,8
664,1,0,0,0,0,1,4
665,1,0,0,0,1,0,7
666,1,0,0,0,0,1,2
667,1,0,1,0,0,1,4
668,1,0,0,0,0,1,7
669,1,0,0,0,0,1,4
670,1,0,0,0,0,1,0
671,1,0,0,0,0,1,4
672,1,0,0,0,0,0,0
673,1,0,0,0,0,1,4
674,1,0,0,0,0,1,9
675,1,0,0,0,0,1,5
676,1,0,0,0,0,0,4
677,1,0,0,0,0,1,4
678,1,0,0,0,0,0,6
679,1,0,1,0,0,1,4
680,1,0,0,0,0,1,6
681,1,1,1,1,0,1,7
682,1,0,0,1,0,1,1
683,1,0,0,0,0,1,4
684,1,0,0,0,0,1,10
685,1,1,1,1,0,1,5
686,1,1,1,1,0,1,2
687,1,0,0,0,0,1,4
688,1,0,0,0,0,0,3
689,1,1,0,0,0,1,8
690,1,0,0,0,0,1,5
691,1,0,0,0,0,1,5
692,1,0,0,0,0,1,1
693,1,0,1,0,0,1,9
694,1,0,0,0,1,0,10
695,1,0,0,0,0,0,10
696,1,0,0,0,0,1,6
697,1,0,1,1,0,1,3
698,1,0,0,0,0,0,4
699,1,0,0,0,0,0,5
700,1,1,1,1,0,1,7
701,1,0,1,0,0,1,6
702,1,0,0,1,0,1,4
703,1,0,0,0,0,1,1
704,1,0,0,0,0,1,2
705,1,0,0,0,0,1,8
706,1,0,0,1,0,1,10
707,1,0,0,0,0,1,1
708,1,0,0,0,0,0,5
709,1,0,0,0,0,1,4
710,1,0,0,0,0,1,4
711,1,0,0,0,0,1,5
712,1,0,0,0,0,1,2
713,1,0,0,0,0,1,6
714,1,0,0,0,0,1,1
715,1,0,0,0,1,1,5
716,1,0,0,0,0,1,4
717,1,0,0,0,0,0,7
718,1,0,0,0,0,1,2
719,1,0,0,0,0,1,6
720,1,0,0,0,0,1,6
721,1,0,0,0,0,0,3
722,1,0,0,0,0,1,7
723,1,0,0,0,0,1,9
724,1,0,0,0,0,1,1
725,1,0,0,0,0,1,2
726,1,0,0,0,0,0,2
727,1,1,0,0,0,0,6
728,1,0,0,0,0,1,10
729,1,0,1,0,0,1,3
730,1,0,0,0,0,1,4
731,1,0,0,0,0,1,3
732,1,0,0,0,0,1,5
733,1,0,0,0,0,0,7
734,1,0,0,0,0,1,7
735,1,0,0,0,0,1,4
736,1,0,0,0,0,1,6
737,1,0,0,0,0,0,9
738,1,0,0,0,0,1,6
739,1,0,0,0,0,1,0
740,1,0,0,0,0,1,4
741,1,0,0,0,0,1,7
742,1,0,0,0,0,1,8
743,1,0,0,0,0,1,0
744,1,0,0,0,0,0,3
745,1,0,0,0,0,1,3
746,1,0,0,0,0,0,6
747,1,0,0,0,0,1,4
748,1,0,0,0,0,1,1
749,1,0,0,0,0,1,4
750,1,0,0,0,0,1,2
751,1,0,0,0,0,0,1
752,1,0,0,0,0,0,2
753,1,0,0,0,0,1,6
754,1,0,1,0,1,1,10
755,1,0,0,0,0,1,4
756,1,0,0,0,0,1,0
757,1,0,0,0,0,1,6
758,1,0,0,0,0,1,1
759,1,0,0,0,0,1,6
760,1,0,0,0,0,0,0
761,1,0,1,1,0,1,10
762,1,1,1,1,0,1,1
763,1,0,1,0,0,1,4
764,1,0,0,1,0,0,6
765,1,0,0,0,0,0,2
766,1,0,0,0,0,0,5
767,1,0,0,0,0,1,0
768,1,0,0,0,0,1,9
769,1,0,0,0,0,1,4
770,1,0,0,1,0,1,8
771,1,0,0,0,0,0,9
772,1,0,0,0,1,1,10
773,1,0,0,0,0,1,7
774,1,0,0,0,0,1,10
775,1,0,0,0,0,1,5
776,1,0,0,0,0,1,3
777,1,1,1,1,0,1,2
778,1,0,0,0,0,1,1
779,1,0,0,0,0,1,3
780,1,0,0,0,0,1,10
781,1,0,1,0,0,1,4
782,1,0,0,0,0,1,10
783,1,0,0,0,0,1,5
784,1,0,0,0,0,1,1
785,1,0,0,0,0,1,5
786,1,0,1,0,0,0,5
787,1,0,0,0,0,1,10
788,1,0,0,0,0,0,0
789,1,0,0,0,0,0,9
790,1,0,0,0,0,0,8
791,1,0,0,0,0,1,4
792,1,0,0,0,0,0,7
793,1,0,0,0,1,1,8
794,1,0,0,0,0,0,2
795,1,0,0,0,0,1,6
796,1,0,0,0,0,1,4
797,1,0,0,0,0,1,0
798,1,0,0,0,0,1,3
799,1,0,0,0,0,0,9
800,1,0,0,0,0,1,5
801,1,0,0,0,0,1,5
802,1,0,0,0,0,0,4
803,1,0,0,0,0,1,1
804,1,0,0,0,0,1,9
805,1,0,0,0,0,1,9
806,1,0,0,1,0,1,0
807,1,0,0,0,0,1,0
808,1,0,0,0,0,1,10
809,1,0,0,0,0,1,10
810,1,0,0,0,0,0,2
811,1,0,0,0,0,0,6
812,1,1,1,0,0,0,2
813,1,0,0,0,0,1,7
814,1,0,0,0,0,1,10
815,1,0,1,0,0,1,9
816,1,0,0,0,0,1,7
817,1,0,0,0,0,1,4
818,1,1,1,1,0,1,1
819,1,0,0,0,0,1,0
820,1,0,0,0,0,1,2
821,1,0,0,0,1,1,10
822,1,0,0,0,0,1,8
823,1,0,0,0,0,1,6
824,1,0,0,0,0,1,7
825,1,0,0,0,0,1,10
826,1,0,0,0,0,1,6
827,1,0,0,0,0,0,9
828,1,0,0,0,0,0,3
829,1,1,1,1,0,1,6
830,1,0,0,0,0,1,4
831,1,0,0,0,0,1,4
832,1,0,0,1,0,0,0
833,1,0,0,0,0,1,8
834,1,0,0,0,0,1,6
835,1,0,0,0,0,1,6
836,1,0,0,0,0,1,6
837,1,0,0,0,0,0,0
838,1,0,0,0,0,1,2
839,1,0,0,1,0,1,3
840,1,0,0,0,0,1,6
841,1,0,0,0,0,1,3
842,1,0,0,0,0,0,5
843,1,0,0,0,0,1,1
844,1,0,0,0,0,1,3
845,1,0,0,0,0,0,2
846,1,0,0,0,0,1,5
847,1,0,0,1,0,1,6
848,1,0,0,0,0,1,6
849,1,0,0,0,0,0,10
850,1,0,0,0,0,1,4
851,1,0,0,0,0,0,6
852,1,0,0,0,0,1,5
853,1,0,0,0,0,1,1
854,1,0,1,1,1,1,2
855,1,0,0,0,0,1,2
856,1,0,0,0,0,0,4
857,1,0,0,0,0,1,4
858,1,0,0,0,0,0,5
859,1,0,0,0,0,1,5
860,1,0,0,0,0,0,10
861,1,0,0,0,0,1,2
862,1,0,0,0,0,1,7
863,1,0,0,0,0,0,6
864,1,0,0,0,0,1,3
865,1,0,0,0,0,0,5
866,1,0,0,0,0,1,10
867,1,0,0,0,0,1,9
868,1,0,0,0,0,1,7
869,1,0,0,0,0,1,10
870,1,0,0,0,0,1,2
871,1,0,0,0,0,1,1
